|"id"|"Completado"|"Última página vista"|"Lenguaje inicial"|"Contraseña"|"Municipio "|"Facultad"|"Programa"|"Semestre"|"Genero"|"[¿Cómo califica Usted la Formación Académica impartida por el Programa al que pertenece?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Considera Usted que los conocimientos  adquiridos  en su programa  académico,  son acordes a las necesidades  y expectativas de la región? ] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica la programación de los horarios de clase ?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted  el material bibliográfico existente en su Programa?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted  las ayudas didácticas existentes en su Programa?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la atención del personal administrativo del Programa al que pertenece?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la atención del personal administrativo de la Facultad a la que pertenece?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted el cumplimiento de horarios del personal docente en su Programa Académico?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la metodología de enseñanza de los docentes de su Programa?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted a los docentes de la Universidad en cuanto a dominio de los cursos?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted a los docentes en cuanto a la vocación de servicio?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la gestión de los directivos de la Universidad?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la cantidad actual de computadores en su Facultad?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la infraestructura de las aulas de clase, auditorios, espacios de estudio y su equipamiento?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted el estado de aseo y mantenimiento de las aulas de clase, auditorios, espacios de estudio y baños de su Facultad?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"¿Cómo califica Usted  las prácticas académicas desarrolladas en su Programa?
(si califica menor de 3 explicar por qué)"|"Justifique la respuesta anterior"|"¿De la Formación Académica ofrecida por su Programa que le gustaría que se mejore prioritariamente?"|"
"
32|93|"2015-10-16 10:59:57"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Física"|5|"Femenino"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"3=Regular"|"4=Bueno"|"NS/NR"|"5=Excelente"|"4=Bueno"|"NS/NR"|"4=Bueno"|"5=Excelente"|"3=Regular"|"3=Regular"|"3=Regular"|"2=Malo"|"Sólo se realizan las prácticas en las instalaciones de Laboratorio del departamento, que es lo que conocemos como los laboratorios y hacen parte de las materias de la carrera. Sin embargo si es de referirse a prácticas o eventos fuera de la institución, el Programa no tiene asignado eso, sino mas bien los estudiantes deben suplirse de información con respecto a eventos que se lleven a cabo en otras ciudades. "|"Por parte de la Universidad como tal, se debería colaborar con las instalaciones de los laboratorios. A pesar de que ya se están realizando obras para la infraestructura de los laboratorios, es necesario un mejoramiento de equipos. La financiación por parte de la universidad hacia el programa de física es de gran ayuda, ya que es un programa que le brinda dichas instalaciones no solo al programa de física sino también a muchos programas mas. "|
33|95|"2015-10-16 11:45:37"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Física"|7|"Masculino"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"4=Bueno"|"3=Regular"|"4=Bueno"|"3=Regular"|"4=Bueno"|"3=Regular"|"3=Regular"|"2=Malo"|"2=Malo"|"3=Regular"|"3=Regular"||"mejora en los laboratorios e instrumentos experimentales, mejor pedagogía para los profesores "|
34|101|"2015-10-16 22:37:54"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Zootecnia"|8|"Femenino"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"||"Mejorar la relación en cuanto docentes y estudiantes, para que se traten las dificultades o problemas que se presentan en el desarrollo educativo de los estudiantes."|
35|104|"2015-10-20 00:38:21"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Física"|5|"Masculino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"2=Malo"|"2=Malo"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"3=Regular"|"5=Excelente"|"3=Regular"|"3=Regular"|"1=Muy Malo"|"2=Malo"|"3=Regular"|"NS/NR"||"Actualmente no existe participación significativa de estudiantes en los grupos de investigación, principalmente porque los docentes investigadores prefieren trabajar solamente con otros profesores, excluyendo a los estudiantes.   Si bien todos los profesores del programa poseen los conocimientos necesarios para impartir las materias, y aunque la mayoría de los docentes dictan los contenidos de la asignatura de una manera francamente maravillosa, algunos docentes no logran hacer claros los conceptos de la materia que imparten, pues no poseen una metodología adecuada para la enseñanza. Puede que dichos profesores sean excelentes investigadores, pero como educadores, desempeñan una labor reprobable y no demuestran interés en su labor docente.  El material bibliográfico del que dispone la universidad para nuestra carrera es muy escaso, sobre todo considerando que el material de las materias básicas es usado también por estudiantes de otras facultades. No existen libros suficientes para el número de estudiantes que hacen uso de ellos.  "|
36|105|"2015-10-20 10:51:34"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Física"|9|"Masculino"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"3=Regular"|"2=Malo"|"5=Excelente"|"4=Bueno"||"Debe mejorar la parte de la pedagogía de algunos maestros los cuáles pareciese no saben que es. "|
37|107|"2015-10-20 21:13:48"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Física"|7|"Masculino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"2=Malo"|"2=Malo"|"4=Bueno"|"3=Regular"|"la mayoría de los estudiantes no tenemos salidas extra- clases que incluyan practicas, o congresos aparte de los laboratorios que normalmente se realizan."|"el orden y el contenido necesario de lo que se requiere de algunas asignaturas para pre-grado. "|
38|110|"2015-10-21 14:10:10"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Física"|9|"Masculino"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"2=Malo"|"2=Malo"|"3=Regular"|"3=Regular"|"2=Malo"|"3=Regular"|"3=Regular"|"3=Regular"|"2=Malo"|"No hay promocion de ofertas de pasantias o practicas abiertas para estudiantes que estamos próximos a culminar nuestra carrera... Se debería incentivar a los estudiantes con mejores promedios otorgandoles gastos pagos en salidas a congresos, talleres o prácticas académicas... "|"Que se mejore el pensum debido a que la perdida de una materia obliga al estudiante en el peor de los casos a atrasarse 1 año... "|
39|112|"2015-10-21 15:56:28"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Física"|9|"Masculino"|"4=Bueno"|"3=Regular"|"2=Malo"|"2=Malo"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"2=Malo"|"1=Muy Malo"|"4=Bueno"|"3=Regular"||"el rubro para salidas y practicas académicas."|
40|113|"2015-10-21 16:54:08"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Física"|9|"Masculino"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"2=Malo"|"1=Muy Malo"|"3=Regular"|"2=Malo"|"Muy pocas practicas sino es que nulas."|"Mejor organización del pensum y su desarrollo a lo largo de la carrera"|
41|119|"2015-10-21 18:56:51"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Física"|9|"Masculino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"||"Los recursos para salidas a congresos, practicas, escuelas, etc, puesto que actualmente estos son muy limitados y no alcanzan a cubrir las necesidades. "|
42|121|"2015-10-21 23:06:49"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Química"|8|"Femenino"|"3=Regular"|"3=Regular"|"2=Malo"|"2=Malo"|"3=Regular"|"1=Muy Malo"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"1=Muy Malo"|"1=Muy Malo"|"5=Excelente"|"NS/NR"||"las matematicas. la quimica es una ciencia pura, y puro significa que tiene su fundamento en  las matematicas, cabe resaltar que  no todas las meterias que se miran en la carrera necesitan de ella pero  la estructura  y los fenomenos quimicos se explican con la fisicoquimica, cuantica, cinetica quimica  materias que requieren  un alto nivel de matematicas  y la mayoria por no decir el 90% de los estudiantes de quimica no  tienen los fundamentos necesarios para cursarlas. "|
43|122|"2015-10-21 22:30:37"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Física"|3|"Masculino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"5=Excelente"|"NS/NR"||"Dar a conocer las investigaciones que se están llevando a cabo para todo el estudiantado"|
44|123|"2015-10-21 22:36:07"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Física"|3|"Masculino"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"3=Regular"|"4=Bueno"|"3=Regular"||"claro fisica debe mejorar mucho y debe ser cada dia reconocida mas por la region motivando a nuestra juventud a interesarse por la fisica y a sus vez aportar a ella     "|
45|127|"2015-10-21 22:34:26"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Física"|7|"Masculino"|"4=Bueno"|"3=Regular"|"3=Regular"|"2=Malo"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"NS/NR"|"1=Muy Malo"|"3=Regular"|"4=Bueno"|"4=Bueno"||"laboratorios, señal de wifi cerca al departamento de física, bibliografia"|
46|134|"2015-10-21 23:39:47"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Física"|9|"Masculino"|"3=Regular"|"4=Bueno"|"4=Bueno"|"1=Muy Malo"|"1=Muy Malo"|"3=Regular"|"4=Bueno"|"4=Bueno"|"2=Malo"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"2=Malo"|"5=Excelente"|"2=Malo"|"casi nunca hay y si las hay siempre dicen que no hay recursos de apoyo "|"me gustaria que mejore la calidad academica,en este programa gran parte de profesores solo le interesa dejar estudiantes aunque en los examenes nos haya ido mal a la mayoria, sin importarles ni siquiera cuando todos pierden el parcial. Tambien seria muy bueno una modificacion del pensum ya que no es justo que por una materia no nos  dejen mirar ninguna otra del siguiente semestre como es el caso de mecanica cuantica 2 de octavo, esta materia no es prerriquisito de nada para algunas personas   "|
47|135|"2015-10-21 23:46:09"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Física"|5|"Masculino"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"2=Malo"|"3=Regular"|"3=Regular"|"Para realizar las prácticas se dividió el grupo por falta de equipos e instrumentos para toma de datos, equipos obsoletos y aulas estrechas."|"Que los créditos sean acordes con las horas dictadas."|
48|138|"2015-10-22 08:34:43"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Física"|5|"Femenino"|"3=Regular"|"4=Bueno"|"3=Regular"|"2=Malo"|"2=Malo"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"3=Regular"|"3=Regular"|"3=Regular"|"5=Excelente"|"4=Bueno"|"1=Muy Malo"|"5=Excelente"|"4=Bueno"||"La pedagogía de algunos profesores ya que desde semestres más bajos emos tenido muchos problemas con ese aspecto, varias veces se ha dado a conocer esto al departamento y los más afectados somos los estudiantes."|
49|140|"2015-10-22 13:52:15"|1|"es"||"Pasto "|"Facultad de Ciencias Exactas y Naturales"|"Física"|5|"Masculino"|"3=Regular"|"1=Muy Malo"|"2=Malo"|"2=Malo"|"2=Malo"|"5=Excelente"|"4=Bueno"|"3=Regular"|"1=Muy Malo"|"2=Malo"|"3=Regular"|"4=Bueno"|"2=Malo"|"2=Malo"|"4=Bueno"|"1=Muy Malo"|"Buenas, espero esten bien....llevo 5 semestres y no hemos tenido una salida académica, solo es para quienes tienen lo mayores promedios, y quienes no? donde quedamos?, los docentes son muy teoricos y han dejado casi de lado la experimentacion , lo cual conduce a esta problematica, espero se solucione."|"Que los docentes sean mas pedagógicos, el hecho de que sean doctores no significa que vengan aplastar a los estudiantes con sus conocimientos, sino que los trasnmitan de la mejor manera, con estrategias que permitan la promocion de estudiantes a los siguientes semestres. calidad no significa ""cernir"" a los estudiantes,de tal manera que educacion en universidad de nariño - fisica se haga para unos pocos, sino que sea un programa incluyente y de promocion como otros en el campus."|
50|146|"2015-10-27 09:54:22"|1|"es"||"Pasto "|"Facultad de Educación"|"Licenciatura en Lengua Castellana y Literatura"|1|"Femenino"|"5=Excelente"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"||"Sería bueno que haya más prácticas académicas pero los recursos para los estudiantes son muy pocos"|
51|149|"2015-10-27 13:37:42"|1|"es"||"Pasto "|"Facultad de Educación"|"Licenciatura en Lengua Castellana y Literatura"|9|"Masculino"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"||"Es necesario la implementación de asignaturas o cursos relacionados con la educación especial, la psicología, la inclusión."|
52|152|"2015-10-27 15:23:05"|1|"es"||"Pasto "|"Facultad de Educación"|"Licenciatura en Lengua Castellana y Literatura"|5|"Masculino"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"2=Malo"|"2=Malo"|"5=Excelente"|"3=Regular"|"como practica académica solamente hemos tenido una, y realmente no fue tan provechosa."|"En cuanto a contenidos enfatizar mas en las áreas especificas de literatura y lingüística. "|
53|153|"2015-10-27 21:07:03"|1|"es"||"Pasto "|"Facultad de Educación"|"Licenciatura en Lengua Castellana y Literatura"|3|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"3=Regular"|"4=Bueno"|"5=Excelente"|"4=Bueno"||"Respecto a mejorar la formación académica ofrecida en el programa debo destacar que respecto a mi opinion no hay nada que mejorar."|
54|156|"2015-10-28 17:31:51"|1|"es"||"Pasto "|"Facultad de Educación"|"Licenciatura en Lengua Castellana y Literatura"|7|"Femenino"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"||"debería mejorarse la enseñanza de la pedagogía pero no desde teorías sino, desde la practica teniendo en cuenta el contexto en el que estamos inmersos. "|
55|160|"2015-10-29 16:34:36"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Zootecnia"|4|"Femenino"|"3=Regular"|"3=Regular"|"4=Bueno"|"2=Malo"|"2=Malo"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"se debería contar con un presupuesto mayor para las practicas"|"se debería dar mayor importancia a la problemática presentada en el área de nutrición "|
56|161|"2015-10-29 16:42:28"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Zootecnia"|4|"Femenino"|"3=Regular"|"4=Bueno"|"3=Regular"|"2=Malo"|"2=Malo"|"3=Regular"|"2=Malo"|"3=Regular"|"2=Malo"|"2=Malo"|"2=Malo"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"||"me gustaria que se mejore el método de enseñanza de algunos profesores y que brinden un acompañamiento en el desarrollo educativo del estudiante y no que se mire el desinterés que presentan para con los  estudiantes en cuanto al fortalecimiento de conocimientos por lo cual el estudiante en casos extremos toma la decisión de retirarse aumentando la deserción.."|
57|162|"2015-10-29 16:39:08"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Zootecnia"|4|"Masculino"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"5=Excelente"|"4=Bueno"||"QUE LA PROFESORA ELIZABETH TENGA MAS RESPONSABILIDAD CON SUS HORARIOS DE CLASES. Y QUE CUANDO HAYAN PRACTICAS EN BOTANA QUE ESTE PRESENTE, PORQUE HUBO UNA PRACTICA EN LA QUE ELLA NO ESTUVO PRESENTE NI EN EL GRUPO 1 COMO EN EL GRUPO 2."|
58|164|"2015-10-29 16:43:31"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Zootecnia"|8|"Femenino"|"5=Excelente"|"5=Excelente"|"3=Regular"|"5=Excelente"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"1=Muy Malo"|"1=Muy Malo"|"2=Malo"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"||"se puedan abrir las electivas con 3 estudiantes "|
59|169|"2015-10-29 17:15:19"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Zootecnia"|2|"Masculino"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"2=Malo"|"4=Bueno"|"3=Regular"|"Como estudiante miro que hace falta muchas mas practicas que sean asignadas a las materias que son propias del programa ya que, cuando se practica se aprende mucho mas que en el aula. Que se programen mas ayudas para formar mas grupos de investigación, para desde el inicio de la carrera el estudiante aprenda a manejar proyectos, maquinaria, y otros factores que solo se aprenden en la practica. espero que lo tengan en cuenta muchas gracias."|"Que se den mas informaciones de como crear grupos de investigación ya que, eso es lo que pide el mundo de hoy actualizaciones, y muchas mas practicas. clases en botana, relacionare con el manejo de fincas, ya que ese es el campo de acción nuestro. gracias  "|
60|170|"2015-10-29 17:30:57"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Zootecnia"|10|"Masculino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"2=Malo"|"3=Regular"|"5=Excelente"|"4=Bueno"||"Que la metodología de algunas materias cambien; principalmente de la materia de nutrición animal ya que se están utilizando métodos en los cuales no salimos capacitados para competir con la tecnología en la que disponemos (como el manejo software, etc... ) "|
61|171|"2015-10-29 17:20:20"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Zootecnia"|2|"Femenino"|"3=Regular"|"3=Regular"|"2=Malo"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"2=Malo"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"||"las practicas"|
62|172|"2015-10-29 18:47:27"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Zootecnia"|6|"Femenino"|"3=Regular"|"4=Bueno"|"2=Malo"|"3=Regular"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"2=Malo"|"3=Regular"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"el presupuesto designado a practicas se limita mucho por lo cual las practicas no se pueden desarrollar en su totalidad"|"la metodología impartida por algunos docentes y que los cursos especiales que permiten que los estudiantes no nos atrasemos tanto en la carrera sean demasiado limitados y que desde el mismo programa se desanime al estudiantado y se pongan trabas para la realización de los mismos"|
63|174|"2015-10-29 20:02:41"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Zootecnia"|4|"Masculino"|"3=Regular"|"3=Regular"|"2=Malo"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"2=Malo"|"3=Regular"|"3=Regular"|"3=Regular"|"2=Malo"|"2=Malo"|"4=Bueno"|"2=Malo"|"en primera instancia una practica a desarrollar debe ser compleja y bien exigente ya que es el campo por el cual el estudiante aprende en practica toda la teoría estipulada, ya que las practicas desarrolladas son un bajo rendimiento y de mucha sencillez, por otro lado las practicas hechas en zootecnia son muy pocas lo que conlleva al estudiante solo mantener conceptos y no prácticos, otro punto que se puede abarcar es la realización de laboratorios que  debe ser mas para el estudiante que para el profesor, ya que el material a instalar para dicho experimento o laboratorio lo debe hacer mas que todo el estudiante para su aprendizaje y no el personal ni el profesor. "|"un detalle bien importante a mi parecer como estudiante me gustaría que se mejore la pedagogía de muchos profesores porque segun parece muchos de ellos no la conocen en especial el profesor Jose Edmundo Apraez Guerrero, no tiene el espíritu de enseñanza de saber conllevar y llegar al estudiante de que le sirve a un profesor saber mucho sino sabe como poderlo enseñar a su estudiante.  la mejore de instrumental en lan¿boratorios como equipos que abarcan al conjunto de microscopio y sus complementos. el director del programa de zootecnia Luis Ernesto Viteri Sarasty que en su puesto como director no hace respectivo caso omiso a las problemáticas que se presenta, o si el acude siempre lo hace para que el estudiante quede satisfecho para poderse librar de la problemática incrustando sus soluciones falsas al sin fin de fecha limite, como director no me parece que es la persona adecuada porque el debe ser solución del problema presentado y realizar la posible solución pronto y no tarde como siempre lo ha  sido. Me pareece que se debe mejorar la forma de pensar de todo el personal presente de zootecnia porque segun parece que el programa no quiere sacar profesionales y segun asi para mas hipocresía decir que el programa esta acreditado, esto es algo que no cabe en la cabeza porque el programa le interesa que el estudiante se aburra y se vaya y no le  interesa el progreso de una sociedad ya que para eso es lo que se pretende hacer un profesional, al fin que personas queremos ser el dia de mañana."|
64|177|"2015-10-29 19:21:55"|1|"es"||"Pasto "|"Facultad de Educación"|"Licenciatura en Lengua Castellana y Literatura"|1|"Femenino"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"||"no tengo ningún problema o sugerencia al respecto por este momento "|
65|181|"2015-10-29 21:20:35"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Zootecnia"|8|"Masculino"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"||"Me pareceria interesante que se tuviera mas en cuenta la parte practica de las materias ya que es aqui donde se aplica lo aprendido en la teoria. Seria interesante tambien de que se tuviera en cuenta la opcion de tener internet WIFI en el programa ya que habemos muchos estudiantes que preferimos trabajar en nuestros portatiles y la señal de internet de la U no es muy buena, y nos parece mejor utilizar las aulas del programa. "|
66|190|"2015-10-30 18:11:56"|1|"es"||"Pasto "|"Facultad de Ciencias Pecuarias"|"Zootecnia"|8|"Femenino"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"||"disponibilidad del material bibliografico"|
